split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,-7.326173782e-2,1.437417626e0,9.582784176e-1,7.883347511e0,7.963764668e-1
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,-9.082149267e-1,1.437417626e0,9.582784176e-1,5.355845928e0,-1.183889270e0
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,2.998611629e-1,1.437417626e0,9.582784176e-1,9.978950500e0,2.438255072e0
train,3,CC#CC1NCC12CO2,7.349795341e0,-1.291925907e0,4.312252998e0,2.874835253e0,6.057869434e0,-6.338626146e-1
train,4,CC(C)C12CC=CC1N2,6.342973709e0,-1.171020716e-1,1.437417626e0,9.582784176e-1,6.225871563e0,-5.022350550e-1
train,5,CC1(c2cnoc2)CC1,6.582434177e0,-1.281594038e0,4.312252998e0,2.874835253e0,5.300840378e0,-1.226985335e0
train,6,C#CC1(COC)CC1,8.051848412e0,-2.243312836e0,1.437417626e0,9.582784176e-1,5.808535576e0,-8.292126060e-1
train,7,C#CCC1C2CC(O)C12,8.364779472e0,-2.505147755e-1,1.437417626e0,9.582784176e-1,8.114264488e0,9.772970676e-1
train,8,Cn1nccc1N1CC1,6.568828583e0,-2.588768482e0,1.437417626e0,9.582784176e-1,3.980060101e0,-2.261800051e0
train,9,CCC1CCOC1OC,9.208333015e0,-1.883073926e0,1.437417626e0,9.582784176e-1,7.325259209e0,3.591213226e-1
train,10,CC1C=CC(=O)OC1C,5.904870510e0,1.227492094e0,1.437417626e0,9.582784176e-1,7.132362366e0,2.079890668e-1
train,11,[NH-]C1OCC23COC12C3,7.004210949e0,-1.121677637e0,1.437417626e0,9.582784176e-1,5.882533073e0,-7.712364793e-1
train,12,COC(C=O)C(F)(F)F,6.032763958e0,-2.449817061e-1,1.437417626e0,9.582784176e-1,5.787782192e0,-8.454725742e-1
train,13,CC#CC1CC1(O)C#N,6.925297737e0,1.468847752e0,1.437417626e0,9.582784176e-1,8.394145966e0,1.196580648e0
train,14,[NH-]C1N=CC=NC(=O)O1,4.680358410e0,1.323602080e0,1.437417626e0,9.582784176e-1,6.003960609e0,-6.760995388e-1
train,15,N#CC1CCC(=O)C1,6.046370029e0,9.914443642e-2,1.437417626e0,9.582784176e-1,6.145514488e0,-5.651938319e-1
train,16,CCOc1cnoc1,6.119840622e0,2.534105539e0,4.312252998e0,2.874835253e0,8.653945923e0,1.400130630e0
train,17,C[NH2+]C(C)OC(C)(C)C,7.366122246e0,8.188211918e-1,1.437417626e0,9.582784176e-1,8.184943199e0,1.032672882e0
train,18,CC(O)C1(C)CC1CO,8.732133865e0,2.933857918e0,1.437417626e0,9.582784176e-1,1.166599178e1,3.760030746e0
train,19,CC1C2C(=O)C[NH+]12,5.929360867e0,1.345784813e-1,1.437417626e0,9.582784176e-1,6.063939571e0,-6.291067600e-1
train,20,O=C1C2C3OCC1(O)C32,6.596040249e0,-1.379101723e-1,1.437417626e0,9.582784176e-1,6.458129883e0,-3.202635944e-1
train,21,CC1CC2C3C1CC23C,4.688521862e0,-8.434118629e-1,1.437417626e0,9.582784176e-1,3.845109940e0,-2.367532015e0
train,22,CC12OC3CCC1C32O,7.894023418e0,-6.233167052e-1,1.437417626e0,9.582784176e-1,7.270706654e0,3.163800836e-1
train,23,Nc1cc(OC=O)c[nH]1,5.752487183e0,-2.335517883e0,1.437417626e0,9.582784176e-1,3.416969299e0,-2.702974796e0
train,24,CC1=CC(=O)OCCC1,5.970178127e0,-7.271662951e-1,1.437417626e0,9.582784176e-1,5.243011951e0,-1.272293210e0
train,25,CCC(C(C)=O)C(C)O,6.193311214e0,-7.904161811e-1,1.437417626e0,9.582784176e-1,5.402894974e0,-1.147026896e0
train,26,CC12CC3(O)CC1OC32,8.381106377e0,-1.904395521e-1,1.437417626e0,9.582784176e-1,8.190667152e0,1.037157536e0
train,27,C#CC1(C)CC1NC=O,6.985162735e0,-1.482565999e0,1.437417626e0,9.582784176e-1,5.502596855e0,-1.068911672e0
train,28,O1C2C3C2C2C4C1C4C32,7.815110207e0,1.133208156e0,1.437417626e0,9.582784176e-1,8.948318481e0,1.630767822e0
train,29,CCCC1(C=O)CN1,6.079023361e0,-1.314110279e0,1.437417626e0,9.582784176e-1,4.764913082e0,-1.646877646e0
train,30,COCC(C#N)NC=O,7.553880215e0,-7.738455772e0,4.312252998e0,2.874835253e0,-1.845755577e-1,-5.524739742e0
train,31,CC(OC=O)C(O)CO,7.643678188e0,7.635164857e-1,1.437417626e0,9.582784176e-1,8.407195091e0,1.206804514e0
train,32,CC1C2OCC3C2[NH+]13,8.596076965e0,9.410038590e-1,1.437417626e0,9.582784176e-1,9.537080765e0,2.092055798e0
train,33,Cc1n[nH]c2occc12,6.147051811e0,1.378338456e0,1.437417626e0,9.582784176e-1,7.525390148e0,5.159214139e-1
train,34,C[NH2+]C1OC(CO)C1C,7.523947716e0,-7.471265793e0,4.312252998e0,2.874835253e0,5.268192291e-2,-5.338851452e0
train,35,CC12CC(C#N)=CC1N2,5.287172318e0,-2.701605298e-2,1.437417626e0,9.582784176e-1,5.260156155e0,-1.258860946e0
train,36,COC(C(C)C)C1CO1,8.977036476e0,8.260689974e-1,1.437417626e0,9.582784176e-1,9.803105354e0,2.300482750e0
train,37,CC1CC2OC([NH-])C12O,7.559322834e0,-2.640458643e-1,1.437417626e0,9.582784176e-1,7.295277119e0,3.356307447e-1
train,38,CCCC1C=CNC1=O,5.825957775e0,-9.721752405e-1,1.437417626e0,9.582784176e-1,4.853782654e0,-1.577249527e0
train,39,CC12C3C(O)C1(O)C[NH+]32,7.804225445e0,1.186815262e0,1.437417626e0,9.582784176e-1,8.991041183e0,1.664240599e0
train,40,N#CC1COC2C(O)C12,7.643678188e0,7.884751558e-1,1.437417626e0,9.582784176e-1,8.432153702e0,1.226359248e0
train,41,Cc1occc(=O)c1F,5.472209930e0,1.535368443e0,1.437417626e0,9.582784176e-1,7.007578373e0,1.102223769e-1
train,42,N#CC1COCCN1,6.979720592e0,1.879631877e0,1.437417626e0,9.582784176e-1,8.859352112e0,1.561063886e0
train,43,N#CC12CC1OCCN2,7.104892731e0,3.501396775e-1,1.437417626e0,9.582784176e-1,7.455032349e0,4.607969522e-1
train,44,O=CC12COC1C2O,5.932082176e0,2.027562857e0,1.437417626e0,9.582784176e-1,7.959645271e0,8.561548591e-1
train,45,C#CC(O)C1C(C)C1C,7.959330082e0,1.047896028e0,1.437417626e0,9.582784176e-1,9.007225990e0,1.676921129e0
train,46,CC(O)C(CO)C(C)O,8.089944839e0,-1.826995730e0,1.437417626e0,9.582784176e-1,6.262948990e0,-4.731853902e-1
train,47,C#CCC(C)C(C)CO,8.489952087e0,-1.559784770e0,1.437417626e0,9.582784176e-1,6.930167198e0,4.957169667e-2
train,48,CC12OCC1C2C(N)=O,6.925297737e0,-9.204708934e-1,1.437417626e0,9.582784176e-1,6.004827023e0,-6.754207015e-1
train,49,NC1=NCCCC1=O,4.685800552e0,-1.527509451e0,1.437417626e0,9.582784176e-1,3.158291101e0,-2.905645847e0
train,50,CC(C#CC#N)[NH+]1CC1,5.888543606e0,-2.406610250e-1,1.437417626e0,9.582784176e-1,5.647882462e0,-9.550822973e-1
train,51,O=C1CC2C3C(O)C2C13,6.141610146e0,-1.450457335e0,1.437417626e0,9.582784176e-1,4.691152573e0,-1.704668164e0
train,52,N#CC12CC(CCN1)C2,7.142988205e0,7.899255753e-1,1.437417626e0,9.582784176e-1,7.932913780e0,8.352110386e-1
train,53,NC1=CC(=O)C2C[NH+]2C1,5.325268269e0,-3.889474154e0,4.312252998e0,2.874835253e0,1.435794115e0,-4.255200863e0
train,54,CNC(C=O)(C=O)CO,5.327989578e0,-1.370233774e0,1.437417626e0,9.582784176e-1,3.957755804e0,-2.279275179e0
