split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,-1.937732399e-1,2.552692592e-1,1.276346207e0,7.762835979e0,7.019572258e-1
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,3.143287897e-1,2.552692592e-1,1.276346207e0,6.578389645e0,-2.260416001e-1
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,-2.974406071e-2,2.552692592e-1,1.276346207e0,9.649345398e0,2.180013657e0
train,3,CC#CC1NCC12CO2,7.349795341e0,-2.803167403e-1,2.552692592e-1,1.276346207e0,7.069478512e0,1.587203592e-1
train,4,CC(C)C12CC=CC1N2,6.342973709e0,4.833639413e-2,2.552692592e-1,1.276346207e0,6.391310215e0,-3.726159930e-1
train,5,CC1(c2cnoc2)CC1,6.582434177e0,-4.755922556e-1,2.552692592e-1,1.276346207e0,6.106842041e0,-5.954931974e-1
train,6,C#CC1(COC)CC1,8.051848412e0,-9.082444757e-2,2.552692592e-1,1.276346207e0,7.961023808e0,8.572348952e-1
train,7,C#CCC1C2CC(O)C12,8.364779472e0,2.532011867e-1,2.552692592e-1,1.276346207e0,8.617980957e0,1.371952534e0
train,8,Cn1nccc1N1CC1,6.568828583e0,1.372884810e-1,2.552692592e-1,1.276346207e0,6.706117153e0,-1.259686947e-1
train,9,CCC1CCOC1OC,9.208333015e0,1.567321867e-1,2.552692592e-1,1.276346207e0,9.365065575e0,1.957283974e0
train,10,CC1C=CC(=O)OC1C,5.904870510e0,-3.480943292e-2,2.552692592e-1,1.276346207e0,5.870060921e0,-7.810082436e-1
train,11,[NH-]C1OCC23COC12C3,7.004210949e0,2.658202648e-1,2.552692592e-1,1.276346207e0,7.270030975e0,3.158507049e-1
train,12,COC(C=O)C(F)(F)F,6.032763958e0,1.144816801e-1,2.552692592e-1,1.276346207e0,6.147245407e0,-5.638377070e-1
train,13,CC#CC1CC1(O)C#N,6.925297737e0,-2.506107390e-1,2.552692592e-1,1.276346207e0,6.674686909e0,-1.505939066e-1
train,14,[NH-]C1N=CC=NC(=O)O1,4.680358410e0,4.153929949e-1,2.552692592e-1,1.276346207e0,5.095751286e0,-1.387670159e0
