split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,-1.274782658e0,1.276346207e0,1.276346207e0,6.681826591e0,-1.450000554e-1
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,-2.588180602e-1,1.276346207e0,1.276346207e0,6.005242825e0,-6.750949025e-1
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,1.765135527e0,1.276346207e0,1.276346207e0,1.144422531e1,3.586279392e0
train,3,CC#CC1NCC12CO2,7.349795341e0,2.528817952e-1,1.276346207e0,1.276346207e0,7.602677345e0,5.764749646e-1
train,4,CC(C)C12CC=CC1N2,6.342973709e0,2.043008804e0,1.276346207e0,1.276346207e0,8.385982513e0,1.190184712e0
train,5,CC1(c2cnoc2)CC1,6.582434177e0,4.178178012e-1,1.276346207e0,1.276346207e0,7.000251770e0,1.044820771e-1
train,6,C#CC1(COC)CC1,8.051848412e0,-6.682648063e-1,1.276346207e0,1.276346207e0,7.383583546e0,4.048177004e-1
train,7,C#CCC1C2CC(O)C12,8.364779472e0,-1.357617497e0,1.276346207e0,1.276346207e0,7.007162094e0,1.098962277e-1
train,8,Cn1nccc1N1CC1,6.568828583e0,1.088434696e0,1.276346207e0,1.276346207e0,7.657263279e0,6.192423105e-1
train,9,CCC1CCOC1OC,9.208333015e0,-7.105277777e-1,1.276346207e0,1.276346207e0,8.497805595e0,1.277796626e0
train,10,CC1C=CC(=O)OC1C,5.904870510e0,1.328908324e0,1.276346207e0,1.276346207e0,7.233778954e0,2.874476910e-1
train,11,[NH-]C1OCC23COC12C3,7.004210949e0,8.326009512e-1,1.276346207e0,1.276346207e0,7.836812019e0,7.599165440e-1
train,12,COC(C=O)C(F)(F)F,6.032763958e0,-1.131018996e-1,1.276346207e0,1.276346207e0,5.919661999e0,-7.421464324e-1
train,13,CC#CC1CC1(O)C#N,6.925297737e0,-1.749294043e0,1.276346207e0,1.276346207e0,5.176003456e0,-1.324793577e0
train,14,[NH-]C1N=CC=NC(=O)O1,4.680358410e0,3.245667815e-1,1.276346207e0,1.276346207e0,5.004925251e0,-1.458831191e0
train,15,N#CC1CCC(=O)C1,6.046370029e0,2.097377539e0,1.276346207e0,1.276346207e0,8.143747330e0,1.000396490e0
train,16,CCOc1cnoc1,6.119840622e0,9.097787738e-1,1.276346207e0,1.276346207e0,7.029619217e0,1.274911016e-1
train,17,C[NH2+]C(C)OC(C)(C)C,7.366122246e0,-6.236586720e-2,1.276346207e0,1.276346207e0,7.303756237e0,3.422740102e-1
train,18,CC(O)C1(C)CC1CO,8.732133865e0,-1.131650448e0,1.276346207e0,1.276346207e0,7.600483418e0,5.747560263e-1
train,19,CC1C2C(=O)C[NH+]12,5.929360867e0,1.878911257e0,1.276346207e0,1.276346207e0,7.808272362e0,7.375560403e-1
train,20,O=C1C2C3OCC1(O)C32,6.596040249e0,-4.520431459e-1,1.276346207e0,1.276346207e0,6.143997192e0,-5.663826466e-1
train,21,CC1CC2C3C1CC23C,4.688521862e0,-3.704956174e-1,1.276346207e0,1.276346207e0,4.318026066e0,-1.997008085e0
train,22,CC12OC3CCC1C32O,7.894023418e0,-1.057049155e0,1.276346207e0,1.276346207e0,6.836974144e0,-2.344389074e-2
train,23,Nc1cc(OC=O)c[nH]1,5.752487183e0,-1.426740527e0,1.276346207e0,1.276346207e0,4.325746536e0,-1.990959167e0
train,24,CC1=CC(=O)OCCC1,5.970178127e0,-1.027454972e0,1.276346207e0,1.276346207e0,4.942723274e0,-1.507565618e0
train,25,CCC(C(C)=O)C(C)O,6.193311214e0,-5.810521245e-1,1.276346207e0,1.276346207e0,5.612258911e0,-9.829928875e-1
train,26,CC12CC3(O)CC1OC32,8.381106377e0,-2.990556359e-1,1.276346207e0,1.276346207e0,8.082050323e0,9.520576596e-1
train,27,C#CC1(C)CC1NC=O,6.985162735e0,6.118214726e-1,1.276346207e0,1.276346207e0,7.596984386e0,5.720145702e-1
train,28,O1C2C3C2C2C4C1C4C32,7.815110207e0,8.078226447e-1,1.276346207e0,1.276346207e0,8.622932434e0,1.375831962e0
train,29,CCCC1(C=O)CN1,6.079023361e0,7.824862599e-1,1.276346207e0,1.276346207e0,6.861509800e0,-4.220513161e-3
