split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,5.429232866e-2,7.819956541e-1,1.303326011e0,8.010901451e0,9.066303372e-1
train,1,CCC1CC=CC1OC,7.036864281e0,1.039570272e-1,7.819956541e-1,1.303326011e0,7.140821457e0,2.390460372e-1
train,2,CC(C)C12CC=CC1N2,6.342973709e0,2.053335756e-1,7.819956541e-1,1.303326011e0,6.548307419e0,-2.155708820e-1
train,3,C#CC1(COC)CC1,8.051848412e0,-1.761843115e-1,7.819956541e-1,1.303326011e0,7.875664234e0,8.028671741e-1
train,4,C#CCC1C2CC(O)C12,8.364779472e0,-5.194209814e-1,7.819956541e-1,1.303326011e0,7.845358372e0,7.796144485e-1
train,5,CCC1CCOC1OC,9.208333015e0,-1.684342027e-1,7.819956541e-1,1.303326011e0,9.039898872e0,1.696146846e0
train,6,CCC1(C2CO2)CN1,8.462740898e0,1.516470313e-1,7.819956541e-1,1.303326011e0,8.614387512e0,1.369665742e0
train,7,COC(C=O)C(F)(F)F,6.032763958e0,1.154551864e0,7.819956541e-1,1.303326011e0,7.187315941e0,2.747197449e-1
train,8,CC#CC1CC1(O)C#N,6.925297737e0,-1.024445534e0,7.819956541e-1,1.303326011e0,5.900852203e0,-7.123423815e-1
train,9,C[NH+]1C2C(O)C(NO)C21,6.283109188e0,-1.885303497e0,7.819956541e-1,1.303326011e0,4.397805691e0,-1.865581512e0
train,10,CCOc1cnoc1,6.119840622e0,1.428580284e0,7.819956541e-1,1.303326011e0,7.548420906e0,5.517839193e-1
train,11,C[NH2+]C(C)OC(C)(C)C,7.366122246e0,2.822141722e-2,7.819956541e-1,1.303326011e0,7.394343853e0,4.335655868e-1
train,12,CC(O)C1(C)CC1CO,8.732133865e0,-3.198265731e-1,7.819956541e-1,1.303326011e0,8.412307739e0,1.214616418e0
train,13,OCC1C2C=CCC21,6.677673817e0,-4.957341254e-1,7.819956541e-1,1.303326011e0,6.181939602e0,-4.966730773e-1
train,14,CC(=O)N1CC1C1CO1,6.892644405e0,1.351674832e-2,7.819956541e-1,1.303326011e0,6.906161308e0,5.899886787e-2
train,15,Nc1cc(OC=O)c[nH]1,5.752487183e0,-6.281616092e-1,7.819956541e-1,1.303326011e0,5.124325752e0,-1.308146119e0
train,16,CCC(C(C)=O)C(C)O,6.193311214e0,-7.769873738e-1,7.819956541e-1,1.303326011e0,5.416323662e0,-1.084105492e0
train,17,CC(C)CCCCO,9.317178726e0,1.759980060e-2,7.819956541e-1,1.303326011e0,9.334778786e0,1.922398686e0
train,18,C#CC1(C)CC1NC=O,6.985162735e0,-5.504664183e-1,7.819956541e-1,1.303326011e0,6.434696198e0,-3.027411103e-1
train,19,O=C1CC2C(CO)C12,6.209638119e0,5.522373319e-1,7.819956541e-1,1.303326011e0,6.761875629e0,-5.170687661e-2
train,20,CCCC1(C=O)CN1,6.079023361e0,5.968100429e-1,7.819956541e-1,1.303326011e0,6.675833225e0,-1.177244410e-1
train,21,COCC(C#N)NC=O,7.553880215e0,-7.703248411e-3,7.819956541e-1,1.303326011e0,7.546176910e0,5.500621796e-1
train,22,CC(OC=O)C(O)CO,7.643678188e0,1.003662776e-2,7.819956541e-1,1.303326011e0,7.653714657e0,6.325724125e-1
train,23,C[NH2+]C1OC(CO)C1C,7.523947716e0,-1.604958892e0,7.819956541e-1,1.303326011e0,5.918988705e0,-6.984268427e-1
train,24,CC12CC(C#N)=CC1N2,5.287172318e0,-4.395511746e-1,7.819956541e-1,1.303326011e0,4.847620964e0,-1.520452738e0
train,25,COC(C(C)C)C1CO1,8.977036476e0,-1.533768624e-1,7.819956541e-1,1.303326011e0,8.823659897e0,1.530233622e0
train,26,CCCC1C=CNC1=O,5.825957775e0,4.271322191e-1,7.819956541e-1,1.303326011e0,6.253089905e0,-4.420817494e-1
train,27,CC12C3C(O)C1(O)C[NH+]32,7.804225445e0,-4.942470491e-1,7.819956541e-1,1.303326011e0,7.309978485e0,3.688347638e-1
train,28,N#CC1COC2C(O)C12,7.643678188e0,-9.240146726e-2,7.819956541e-1,1.303326011e0,7.551276684e0,5.539751053e-1
train,29,Cc1occc(=O)c1F,5.472209930e0,2.285095453e-1,7.819956541e-1,1.303326011e0,5.700719357e0,-8.658978343e-1
train,30,O=CC12COC1C2O,5.932082176e0,-9.680812806e-2,7.819956541e-1,1.303326011e0,5.835274220e0,-7.626582384e-1
train,31,C#CC(O)C1C(C)C1C,7.959330082e0,4.178787172e-1,7.819956541e-1,1.303326011e0,8.377208710e0,1.187686086e0
train,32,CC(O)C(CO)C(C)O,8.089944839e0,8.312236667e-1,7.819956541e-1,1.303326011e0,8.921168327e0,1.605048776e0
train,33,C#CCC(C)C(C)CO,8.489952087e0,1.578364015e0,7.819956541e-1,1.303326011e0,1.006831646e1,2.485218525e0
train,34,CC12OCC1C2C(N)=O,6.925297737e0,2.200711668e-1,7.819956541e-1,1.303326011e0,7.145369053e0,2.425352484e-1
train,35,CC(C#CC#N)[NH+]1CC1,5.888543606e0,-9.414668083e-1,7.819956541e-1,1.303326011e0,4.947076797e0,-1.444143414e0
train,36,CNC(C=O)(C=O)CO,5.327989578e0,1.408267170e-1,7.819956541e-1,1.303326011e0,5.468816280e0,-1.043829560e0
train,37,[NH-]C1=C(F)N=C(O)NO1,4.484436512e0,-1.682205349e-1,7.819956541e-1,1.303326011e0,4.316215992e0,-1.928182602e0
train,38,CC1(O)C=CC2(CN2)C1,6.563386440e0,-1.158666372e0,7.819956541e-1,1.303326011e0,5.404720306e0,-1.093008399e0
train,39,CCCCCC,1.076754570e1,-2.080158591e-1,7.819956541e-1,1.303326011e0,1.055953026e1,2.862111092e0
train,40,C#CC1NC1CC(N)=O,6.922576904e0,8.842310905e-1,7.819956541e-1,1.303326011e0,7.806807995e0,7.500360012e-1
train,41,CCCC12CCC1C2C,8.805603981e0,4.422779381e-1,7.819956541e-1,1.303326011e0,9.247881889e0,1.855725527e0
train,42,CCC(C)(C#N)NC=O,7.404218197e0,-1.033223793e-1,7.819956541e-1,1.303326011e0,7.300895691e0,3.618658185e-1
train,43,C#CCNC(C=O)CO,5.994668484e0,-1.385795116e0,7.819956541e-1,1.303326011e0,4.608873367e0,-1.703636050e0
train,44,C[NH+]1C2C(O)C(C=O)C21,5.249076366e0,-1.154399514e0,7.819956541e-1,1.303326011e0,4.094676971e0,-2.098162413e0
train,45,N#CC#CC1(C#N)CN1,5.823236465e0,-3.220724761e-1,7.819956541e-1,1.303326011e0,5.501163960e0,-1.019010305e0
train,46,C[NH+]1CC1C(O)C(N)=O,6.702164173e0,-1.962580159e-2,7.819956541e-1,1.303326011e0,6.682538509e0,-1.125796884e-1
train,47,CCC1C(O)C1C(C)C,8.250492096e0,6.331846118e-1,7.819956541e-1,1.303326011e0,8.883676529e0,1.576282501e0
train,48,CCC1C(C)C1CCO,9.094044685e0,1.269657135e0,7.819956541e-1,1.303326011e0,1.036370182e1,2.711858273e0
train,49,CCCC1CC(=O)N1C,7.559322834e0,9.262865037e-2,7.819956541e-1,1.303326011e0,7.651951313e0,6.312195063e-1
train,50,N#CC1(CO)C[NH+]2CC21,7.387890816e0,4.944829941e-1,7.819956541e-1,1.303326011e0,7.882373810e0,8.080152273e-1
train,51,CC#CC(=O)NC(C)=O,5.472209930e0,5.854417682e-1,7.819956541e-1,1.303326011e0,6.057651520e0,-5.920352936e-1
train,52,CC1(C)C2C3C[NH+]3C21C,7.662726402e0,3.085311651e-1,7.819956541e-1,1.303326011e0,7.971257687e0,8.762129545e-1
train,53,N#CC1(O)CC2(CO2)C1,7.638236046e0,-6.479348540e-1,7.819956541e-1,1.303326011e0,6.990301132e0,1.235566437e-1
train,54,NC(=O)OC12CCC1C2,8.364779472e0,-1.347166747e-1,7.819956541e-1,1.303326011e0,8.230062485e0,1.074785471e0
train,55,O=CC(=O)C1CCC1,4.190553188e0,-2.781197429e-1,7.819956541e-1,1.303326011e0,3.912433386e0,-2.237992048e0
train,56,N#CCNC12CC(C1)C2,7.273603439e0,-7.277173400e-1,7.819956541e-1,1.303326011e0,6.545886040e0,-2.174287289e-1
train,57,CCC1OC12C1CC2C1,9.491331100e0,-9.650611281e-1,7.819956541e-1,1.303326011e0,8.526269913e0,1.302055955e0
train,58,C#Cc1cc[nH]c1C#C,4.979683399e0,3.186021745e-1,7.819956541e-1,1.303326011e0,5.298285484e0,-1.174672365e0
train,59,OC1CC2CC1(O)C2O,8.419202805e0,-6.381863356e-2,7.819956541e-1,1.303326011e0,8.355383873e0,1.170940638e0
train,60,COCCCC1(C)CC1,9.080439568e0,8.589662313e-1,7.819956541e-1,1.303326011e0,9.939405441e0,2.386309147e0
train,61,CC(C)C1OC12CCC2,8.985198975e0,-1.035615206e0,7.819956541e-1,1.303326011e0,7.949584007e0,8.595834374e-1
train,62,CCC(N)C#N,8.108993530e0,-1.251052767e-1,7.819956541e-1,1.303326011e0,7.983888149e0,8.859038949e-1
train,63,O=CNC12CC1C1CC12,6.639578342e0,5.874415487e-2,7.819956541e-1,1.303326011e0,6.698322296e0,-1.004692987e-1
train,64,NC1=C(C=O)CCC1O,4.949750900e0,-7.413986921e-1,7.819956541e-1,1.303326011e0,4.208352089e0,-2.010943174e0
train,65,COC1CCOC1C,8.468183517e0,-6.729040146e-1,7.819956541e-1,1.303326011e0,7.795279503e0,7.411905527e-1
train,66,CC1CN(C(N)=O)C1,7.853205681e0,-8.880143762e-1,7.819956541e-1,1.303326011e0,6.965191364e0,1.042907238e-1
train,67,C#CCN(C)C(N)=O,7.583813190e0,8.814447373e-2,7.819956541e-1,1.303326011e0,7.671957493e0,6.465695500e-1
train,68,C#CCC1OCC1O,8.070897102e0,4.481448233e-1,7.819956541e-1,1.303326011e0,8.519042015e0,1.296510220e0
