split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,0.000000000e0,0.000000000e0,1.265614629e0,7.956609249e0,7.886698246e-1
train,1,CCC1CC=CC1OC,7.036864281e0,0.000000000e0,0.000000000e0,1.265614629e0,7.036864281e0,6.195193157e-2
train,2,CC(C)C12CC=CC1N2,6.342973709e0,0.000000000e0,0.000000000e0,1.265614629e0,6.342973709e0,-4.863116741e-1
train,3,C#CC1(COC)CC1,8.051848412e0,0.000000000e0,0.000000000e0,1.265614629e0,8.051848412e0,8.639211059e-1
train,4,C#CCC1C2CC(O)C12,8.364779472e0,0.000000000e0,0.000000000e0,1.265614629e0,8.364779472e0,1.111177325e0
train,5,CCC1CCOC1OC,9.208333015e0,0.000000000e0,0.000000000e0,1.265614629e0,9.208333015e0,1.777694106e0
train,6,CC1(C2CC2)CC=CC1,7.213738441e0,0.000000000e0,0.000000000e0,1.265614629e0,7.213738441e0,2.017054707e-1
train,7,CCC1(C2CO2)CN1,8.462740898e0,0.000000000e0,0.000000000e0,1.265614629e0,8.462740898e0,1.188579559e0
train,8,COC(C=O)C(F)(F)F,6.032763958e0,0.000000000e0,0.000000000e0,1.265614629e0,6.032763958e0,-7.314176559e-1
train,9,OCCC12CCC1O2,8.821931839e0,0.000000000e0,0.000000000e0,1.265614629e0,8.821931839e0,1.472386956e0
train,10,CC#CC1CC1(O)C#N,6.925297737e0,0.000000000e0,0.000000000e0,1.265614629e0,6.925297737e0,-2.620011568e-2
train,11,C[NH+]1C2C(O)C(NO)C21,6.283109188e0,0.000000000e0,0.000000000e0,1.265614629e0,6.283109188e0,-5.336124301e-1
train,12,CCOc1cnoc1,6.119840622e0,0.000000000e0,0.000000000e0,1.265614629e0,6.119840622e0,-6.626157761e-1
train,13,C[NH2+]C(C)OC(C)(C)C,7.366122246e0,0.000000000e0,0.000000000e0,1.265614629e0,7.366122246e0,3.221084476e-1
train,14,CC(O)C1(C)CC1CO,8.732133865e0,0.000000000e0,0.000000000e0,1.265614629e0,8.732133865e0,1.401434898e0
train,15,CC1C2C(=O)C[NH+]12,5.929360867e0,0.000000000e0,0.000000000e0,1.265614629e0,5.929360867e0,-8.131194711e-1
train,16,OCC1C2C=CCC21,6.677673817e0,0.000000000e0,0.000000000e0,1.265614629e0,6.677673817e0,-2.218551487e-1
train,17,O=C1C2C3OCC1(O)C32,6.596040249e0,0.000000000e0,0.000000000e0,1.265614629e0,6.596040249e0,-2.863562703e-1
train,18,CC(=O)N1CC1C1CO1,6.892644405e0,0.000000000e0,0.000000000e0,1.265614629e0,6.892644405e0,-5.200048536e-2
train,19,Nc1cc(OC=O)c[nH]1,5.752487183e0,0.000000000e0,0.000000000e0,1.265614629e0,5.752487183e0,-9.528726935e-1
train,20,CCC(C(C)=O)C(C)O,6.193311214e0,0.000000000e0,0.000000000e0,1.265614629e0,6.193311214e0,-6.045644879e-1
train,21,CC(C)CCCCO,9.317178726e0,0.000000000e0,0.000000000e0,1.265614629e0,9.317178726e0,1.863696337e0
train,22,C#CC1(C)CC1NC=O,6.985162735e0,0.000000000e0,0.000000000e0,1.265614629e0,6.985162735e0,2.110100165e-2
train,23,O=C1CC2C(CO)C12,6.209638119e0,0.000000000e0,0.000000000e0,1.265614629e0,6.209638119e0,-5.916640759e-1
train,24,CCCC1(C=O)CN1,6.079023361e0,0.000000000e0,0.000000000e0,1.265614629e0,6.079023361e0,-6.948667169e-1
train,25,COCC(C#N)NC=O,7.553880215e0,0.000000000e0,0.000000000e0,1.265614629e0,7.553880215e0,4.704616070e-1
train,26,CC(OC=O)C(O)CO,7.643678188e0,0.000000000e0,0.000000000e0,1.265614629e0,7.643678188e0,5.414136648e-1
train,27,CC1C2OCC3C2[NH+]13,8.596076965e0,0.000000000e0,0.000000000e0,1.265614629e0,8.596076965e0,1.293932319e0
train,28,C[NH2+]C1OC(CO)C1C,7.523947716e0,0.000000000e0,0.000000000e0,1.265614629e0,7.523947716e0,4.468110502e-1
train,29,CC12CC(C#N)=CC1N2,5.287172318e0,0.000000000e0,0.000000000e0,1.265614629e0,5.287172318e0,-1.320531845e0
train,30,COC(C(C)C)C1CO1,8.977036476e0,0.000000000e0,0.000000000e0,1.265614629e0,8.977036476e0,1.594939709e0
train,31,CC1CC2OC([NH-])C12O,7.559322834e0,0.000000000e0,0.000000000e0,1.265614629e0,7.559322834e0,4.747619927e-1
