split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,-1.201730669e-1,1.583112627e-1,7.915562987e-1,7.836436272e0,7.596220970e-1
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,1.949384511e-1,1.583112627e-1,7.915562987e-1,6.458999634e0,-3.195821643e-1
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,-1.844648272e-2,1.583112627e-1,7.915562987e-1,9.660642624e0,2.188864946e0
train,3,CC#CC1NCC12CO2,7.349795341e0,-1.738450527e-1,1.583112627e-1,7.915562987e-1,7.175950050e0,2.421394736e-1
train,4,CC(C)C12CC=CC1N2,6.342973709e0,2.997695841e-2,1.583112627e-1,7.915562987e-1,6.372950554e0,-3.870005310e-1
train,5,CC1(c2cnoc2)CC1,6.582434177e0,-2.949497998e-1,1.583112627e-1,7.915562987e-1,6.287484169e0,-4.539623857e-1
train,6,C#CC1(COC)CC1,8.051848412e0,-5.632692948e-2,1.583112627e-1,7.915562987e-1,7.995521545e0,8.842634559e-1
train,7,C#CCC1C2CC(O)C12,8.364779472e0,1.570287049e-1,1.583112627e-1,7.915562987e-1,8.521808624e0,1.296602726e0
train,8,Cn1nccc1N1CC1,6.568828583e0,2.554281056e-1,4.749337733e-1,2.374668837e0,6.824256897e0,-3.340769559e-2
train,9,CCC1CCOC1OC,9.208333015e0,9.720117599e-2,1.583112627e-1,7.915562987e-1,9.305534363e0,1.910642028e0
train,10,CC1C=CC(=O)OC1C,5.904870510e0,-2.158789523e-2,1.583112627e-1,7.915562987e-1,5.883282661e0,-7.706491947e-1
train,11,[NH-]C1OCC23COC12C3,7.004210949e0,1.648547351e-1,1.583112627e-1,7.915562987e-1,7.169065475e0,2.367454916e-1
train,12,COC(C=O)C(F)(F)F,6.032763958e0,7.099851966e-2,1.583112627e-1,7.915562987e-1,6.103762627e0,-5.979058743e-1
train,13,CC#CC1CC1(O)C#N,6.925297737e0,-1.554221809e-1,1.583112627e-1,7.915562987e-1,6.769875526e0,-7.601481676e-2
train,14,[NH-]C1N=CC=NC(=O)O1,4.680358410e0,2.576158047e-1,1.583112627e-1,7.915562987e-1,4.937973976e0,-1.511286616e0
train,15,N#CC1CCC(=O)C1,6.046370029e0,1.718955040e-1,1.583112627e-1,7.915562987e-1,6.218265533e0,-5.081943274e-1
train,16,CCOc1cnoc1,6.119840622e0,3.348568678e-1,4.749337733e-1,2.374668837e0,6.454697609e0,-3.229527473e-1
train,17,C[NH2+]C(C)OC(C)(C)C,7.366122246e0,2.791045979e-2,1.583112627e-1,7.915562987e-1,7.394032478e0,4.130043089e-1
train,18,CC(O)C1(C)CC1CO,8.732133865e0,3.652593195e-1,1.583112627e-1,7.915562987e-1,9.097393036e0,1.747565866e0
train,19,CC1C2C(=O)C[NH+]12,5.929360867e0,1.871046126e-1,1.583112627e-1,7.915562987e-1,6.116465569e0,-5.879533291e-1
train,20,O=C1C2C3OCC1(O)C32,6.596040249e0,-1.606933922e-1,1.583112627e-1,7.915562987e-1,6.435347080e0,-3.381136358e-1
train,21,CC1CC2C3C1CC23C,4.688521862e0,-3.327424824e-2,4.749337733e-1,2.374668837e0,4.655247688e0,-1.732799172e0
train,22,CC12OC3CCC1C32O,7.894023418e0,3.550828621e-2,1.583112627e-1,7.915562987e-1,7.929531574e0,8.325611353e-1
train,23,Nc1cc(OC=O)c[nH]1,5.752487183e0,-6.025122106e-2,1.583112627e-1,7.915562987e-1,5.692235947e0,-9.203318954e-1
train,24,CC1=CC(=O)OCCC1,5.970178127e0,-2.289994210e-1,1.583112627e-1,7.915562987e-1,5.741178513e0,-8.819860220e-1
train,25,CCC(C(C)=O)C(C)O,6.193311214e0,-7.971817255e-2,1.583112627e-1,7.915562987e-1,6.113593102e0,-5.902038217e-1
train,26,CC12CC3(O)CC1OC32,8.381106377e0,-3.832728835e-3,1.583112627e-1,7.915562987e-1,8.377273560e0,1.183361292e0
train,27,C#CC1(C)CC1NC=O,6.985162735e0,6.763038691e-3,1.583112627e-1,7.915562987e-1,6.991925716e0,9.795872122e-2
train,28,O1C2C3C2C2C4C1C4C32,7.815110207e0,-4.327908158e-1,4.749337733e-1,2.374668837e0,7.382319450e0,4.038273096e-1
train,29,CCCC1(C=O)CN1,6.079023361e0,1.128541753e-1,1.583112627e-1,7.915562987e-1,6.191877365e0,-5.288690925e-1
train,30,COCC(C#N)NC=O,7.553880215e0,-3.859706968e-2,1.583112627e-1,7.915562987e-1,7.515283108e0,5.080026388e-1
train,31,CC(OC=O)C(O)CO,7.643678188e0,8.506418765e-2,1.583112627e-1,7.915562987e-1,7.728742599e0,6.752454638e-1
train,32,CC1C2OCC3C2[NH+]13,8.596076965e0,-5.130781978e-2,1.583112627e-1,7.915562987e-1,8.544769287e0,1.314592123e0
train,33,Cc1n[nH]c2occc12,6.147051811e0,8.248923719e-2,4.749337733e-1,2.374668837e0,6.229540825e0,-4.993602633e-1
train,34,C[NH2+]C1OC(CO)C1C,7.523947716e0,-3.222305775e-1,1.583112627e-1,7.915562987e-1,7.201717377e0,2.623278499e-1
train,35,CC12CC(C#N)=CC1N2,5.287172318e0,-1.020436808e-1,1.583112627e-1,7.915562987e-1,5.185128689e0,-1.317644000e0
train,36,COC(C(C)C)C1CO1,8.977036476e0,6.477445364e-2,1.583112627e-1,7.915562987e-1,9.041810989e0,1.704018116e0
train,37,CC1CC2OC([NH-])C12O,7.559322834e0,-1.815955639e-1,1.583112627e-1,7.915562987e-1,7.377727509e0,4.002295732e-1
train,38,CCCC1C=CNC1=O,5.825957775e0,2.663242817e-1,4.749337733e-1,2.374668837e0,6.092282295e0,-6.069005728e-1
train,39,CC12C3C(O)C1(O)C[NH+]32,7.804225445e0,5.061072707e-1,4.749337733e-1,2.374668837e0,8.310332298e0,1.130913734e0
train,40,N#CC1COC2C(O)C12,7.643678188e0,2.235999405e-1,1.583112627e-1,7.915562987e-1,7.867278099e0,7.837862968e-1
train,41,Cc1occc(=O)c1F,5.472209930e0,2.094520926e-1,1.583112627e-1,7.915562987e-1,5.681662083e0,-9.286163449e-1
train,42,N#CC1COCCN1,6.979720592e0,4.670578241e-1,4.749337733e-1,2.374668837e0,7.446778297e0,4.543299973e-1
train,43,N#CC12CC1OCCN2,7.104892731e0,2.108719200e-1,1.583112627e-1,7.915562987e-1,7.315764427e0,3.516822755e-1
train,44,O=CC12COC1C2O,5.932082176e0,1.118813396e0,4.749337733e-1,2.374668837e0,7.050895691e0,1.441609561e-1
