split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,-4.799365699e-1,2.552692592e-1,1.276346207e0,7.476672649e0,4.777518511e-1
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,-4.857571423e-1,2.552692592e-1,1.276346207e0,5.778303623e0,-8.528989553e-1
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,3.515555710e-2,2.552692592e-1,1.276346207e0,9.714244843e0,2.230861664e0
train,3,CC#CC1NCC12CO2,7.349795341e0,1.768728793e-1,2.552692592e-1,1.276346207e0,7.526668072e0,5.169226527e-1
train,4,CC(C)C12CC=CC1N2,6.342973709e0,-2.074451149e-1,2.552692592e-1,1.276346207e0,6.135528564e0,-5.730177164e-1
train,5,CC1(c2cnoc2)CC1,6.582434177e0,-2.000019513e-2,2.552692592e-1,1.276346207e0,6.562434196e0,-2.385424972e-1
train,6,C#CC1(COC)CC1,8.051848412e0,1.713968813e-1,2.552692592e-1,1.276346207e0,8.223245621e0,1.062682390e0
train,7,C#CCC1C2CC(O)C12,8.364779472e0,-2.017827630e-1,2.552692592e-1,1.276346207e0,8.162996292e0,1.015477777e0
train,8,Cn1nccc1N1CC1,6.568828583e0,8.621991426e-2,2.552692592e-1,1.276346207e0,6.655048370e0,-1.659804434e-1
train,9,CCC1CCOC1OC,9.208333015e0,3.995507583e-2,2.552692592e-1,1.276346207e0,9.248288155e0,1.865790367e0
train,10,CC1C=CC(=O)OC1C,5.904870510e0,-1.109153926e-1,2.552692592e-1,1.276346207e0,5.793955326e0,-8.406360149e-1
train,11,[NH-]C1OCC23COC12C3,7.004210949e0,-5.541967750e-1,2.552692592e-1,1.276346207e0,6.450014114e0,-3.266222179e-1
train,12,COC(C=O)C(F)(F)F,6.032763958e0,6.229725853e-2,2.552692592e-1,1.276346207e0,6.095061302e0,-6.047232747e-1
train,13,CC#CC1CC1(O)C#N,6.925297737e0,-4.191026464e-2,2.552692592e-1,1.276346207e0,6.883387566e0,1.292044111e-2
train,14,[NH-]C1N=CC=NC(=O)O1,4.680358410e0,-6.119833142e-2,2.552692592e-1,1.276346207e0,4.619160175e0,-1.761073232e0
train,15,N#CC1CCC(=O)C1,6.046370029e0,3.845293522e-1,2.552692592e-1,1.276346207e0,6.430899620e0,-3.415981829e-1
