split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,-1.049305797e0,9.572596550e-1,1.276346207e0,6.907303333e0,3.165814653e-2
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,1.777457714e0,9.572596550e-1,1.276346207e0,8.041519165e0,9.203019738e-1
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,-1.145434856e0,9.572596550e-1,1.276346207e0,8.533655167e0,1.305884361e0
train,3,CC#CC1NCC12CO2,7.349795341e0,4.729222953e-1,9.572596550e-1,1.276346207e0,7.822717667e0,7.488737702e-1
train,4,CC(C)C12CC=CC1N2,6.342973709e0,-9.874725342e-1,9.572596550e-1,1.276346207e0,5.355501175e0,-1.184159398e0
train,5,CC1(c2cnoc2)CC1,6.582434177e0,-6.251413375e-2,9.572596550e-1,1.276346207e0,6.519919872e0,-2.718519270e-1
train,6,C#CC1(COC)CC1,8.051848412e0,-5.826620460e-1,9.572596550e-1,1.276346207e0,7.469186306e0,4.718863964e-1
train,7,C#CCC1C2CC(O)C12,8.364779472e0,1.872542262e0,9.572596550e-1,1.276346207e0,1.023732185e1,2.640685797e0
train,8,Cn1nccc1N1CC1,6.568828583e0,6.327162264e-4,9.572596550e-1,1.276346207e0,6.569461346e0,-2.330368012e-1
train,9,CCC1CCOC1OC,9.208333015e0,-4.801700711e-1,9.572596550e-1,1.276346207e0,8.728162766e0,1.458278656e0
train,10,CC1C=CC(=O)OC1C,5.904870510e0,-8.885888457e-1,9.572596550e-1,1.276346207e0,5.016281605e0,-1.449933648e0
train,11,[NH-]C1OCC23COC12C3,7.004210949e0,-1.244350672e0,9.572596550e-1,1.276346207e0,5.759860039e0,-8.673492670e-1
train,12,COC(C=O)C(F)(F)F,6.032763958e0,-1.027034819e-1,9.572596550e-1,1.276346207e0,5.930060387e0,-7.339994311e-1
train,13,CC#CC1CC1(O)C#N,6.925297737e0,3.539853990e-1,9.572596550e-1,1.276346207e0,7.279283047e0,3.230995834e-1
train,14,[NH-]C1N=CC=NC(=O)O1,4.680358410e0,-1.962886691e0,9.572596550e-1,1.276346207e0,2.717471600e0,-3.251022339e0
train,15,N#CC1CCC(=O)C1,6.046370029e0,-4.587471187e-1,9.572596550e-1,1.276346207e0,5.587623119e0,-1.002294779e0
train,16,CCOc1cnoc1,6.119840622e0,-1.177122116e0,9.572596550e-1,1.276346207e0,4.942718506e0,-1.507569432e0
train,17,C[NH2+]C(C)OC(C)(C)C,7.366122246e0,-8.058019280e-1,9.572596550e-1,1.276346207e0,6.560320377e0,-2.401986420e-1
train,18,CC(O)C1(C)CC1CO,8.732133865e0,-6.451547891e-2,9.572596550e-1,1.276346207e0,8.667618752e0,1.410843134e0
