split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,-9.757846594e-2,1.914519310e0,1.276346207e0,7.859030724e0,7.773246169e-1
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,-1.209665895e0,1.914519310e0,1.276346207e0,5.054395199e0,-1.420072079e0
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,3.993898332e-1,1.914519310e0,1.276346207e0,1.007847977e1,2.516235113e0
train,3,CC#CC1NCC12CO2,7.349795341e0,-5.735788941e-1,1.914519310e0,1.276346207e0,6.776216507e0,-7.104673982e-2
train,4,CC(C)C12CC=CC1N2,6.342973709e0,-1.559701115e-1,1.914519310e0,1.276346207e0,6.187003613e0,-5.326876640e-1
train,5,CC1(c2cnoc2)CC1,6.582434177e0,-5.689918399e-1,1.914519310e0,1.276346207e0,6.013442516e0,-6.686705947e-1
train,6,C#CC1(COC)CC1,8.051848412e0,-2.987903833e0,1.914519310e0,1.276346207e0,5.063944817e0,-1.412590146e0
train,7,C#CCC1C2CC(O)C12,8.364779472e0,-3.336645961e-1,1.914519310e0,1.276346207e0,8.031114578e0,9.121501446e-1
train,8,Cn1nccc1N1CC1,6.568828583e0,-3.448021889e0,1.914519310e0,1.276346207e0,3.120806694e0,-2.935014486e0
train,9,CCC1CCOC1OC,9.208333015e0,-2.508095980e0,1.914519310e0,1.276346207e0,6.700237274e0,-1.305755079e-1
train,10,CC1C=CC(=O)OC1C,5.904870510e0,1.634916186e0,1.914519310e0,1.276346207e0,7.539786816e0,5.272009969e-1
train,11,[NH-]C1OCC23COC12C3,7.004210949e0,-1.493980289e0,1.914519310e0,1.276346207e0,5.510230541e0,-1.062930822e0
train,12,COC(C=O)C(F)(F)F,6.032763958e0,-3.262950182e-1,1.914519310e0,1.276346207e0,5.706469059e0,-9.091804028e-1
train,13,CC#CC1CC1(O)C#N,6.925297737e0,1.956381679e0,1.914519310e0,1.276346207e0,8.881679535e0,1.578557134e0
train,14,[NH-]C1N=CC=NC(=O)O1,4.680358410e0,1.762926698e0,1.914519310e0,1.276346207e0,6.443284988e0,-3.318943977e-1
train,15,N#CC1CCC(=O)C1,6.046370029e0,1.320520490e-1,1.914519310e0,1.276346207e0,6.178421974e0,-5.394112468e-1
train,16,CCOc1cnoc1,6.119840622e0,1.125071764e0,1.914519310e0,1.276346207e0,7.244912148e0,2.961704135e-1
train,17,C[NH2+]C(C)OC(C)(C)C,7.366122246e0,1.090600848e0,1.914519310e0,1.276346207e0,8.456723213e0,1.245609164e0
train,18,CC(O)C1(C)CC1CO,8.732133865e0,3.907651901e0,1.914519310e0,1.276346207e0,1.263978577e1,4.522985935e0
train,19,CC1C2C(=O)C[NH+]12,5.929360867e0,1.792472005e-1,1.914519310e0,1.276346207e0,6.108608246e0,-5.941094160e-1
train,20,O=C1C2C3OCC1(O)C32,6.596040249e0,-1.836847365e-1,1.914519310e0,1.276346207e0,6.412355423e0,-3.561273217e-1
train,21,CC1CC2C3C1CC23C,4.688521862e0,-1.123353601e0,1.914519310e0,1.276346207e0,3.565168381e0,-2.586862564e0
train,22,CC12OC3CCC1C32O,7.894023418e0,-8.302053809e-1,1.914519310e0,1.276346207e0,7.063817978e0,1.542854011e-1
train,23,Nc1cc(OC=O)c[nH]1,5.752487183e0,-3.110713482e0,1.914519310e0,1.276346207e0,2.641773701e0,-3.310330629e0
train,24,CC1=CC(=O)OCCC1,5.970178127e0,-9.685243368e-1,1.914519310e0,1.276346207e0,5.001653671e0,-1.461394429e0
train,25,CCC(C(C)=O)C(C)O,6.193311214e0,-1.052767754e0,1.914519310e0,1.276346207e0,5.140543461e0,-1.352576017e0
train,26,CC12CC3(O)CC1OC32,8.381106377e0,-2.536494732e-1,1.914519310e0,1.276346207e0,8.127456665e0,9.876329303e-1
train,27,C#CC1(C)CC1NC=O,6.985162735e0,-1.974653125e0,1.914519310e0,1.276346207e0,5.010509491e0,-1.454455972e0
train,28,O1C2C3C2C2C4C1C4C32,7.815110207e0,1.509338021e0,1.914519310e0,1.276346207e0,9.324448586e0,1.925461054e0
train,29,CCCC1(C=O)CN1,6.079023361e0,-1.750284433e0,1.914519310e0,1.276346207e0,4.328739166e0,-1.988614440e0
train,30,COCC(C#N)NC=O,7.553880215e0,-3.435657263e0,1.914519310e0,1.276346207e0,4.118223190e0,-2.153551102e0
train,31,CC(OC=O)C(O)CO,7.643678188e0,1.016939640e0,1.914519310e0,1.276346207e0,8.660617828e0,1.405358076e0
train,32,CC1C2OCC3C2[NH+]13,8.596076965e0,1.253337979e0,1.914519310e0,1.276346207e0,9.849414825e0,2.336765528e0
train,33,Cc1n[nH]c2occc12,6.147051811e0,1.835830808e0,1.914519310e0,1.276346207e0,7.982882500e0,8.743609190e-1
train,34,C[NH2+]C1OC(CO)C1C,7.523947716e0,-3.317032576e0,1.914519310e0,1.276346207e0,4.206914902e0,-2.084062338e0
train,35,CC12CC(C#N)=CC1N2,5.287172318e0,-3.598310798e-2,1.914519310e0,1.276346207e0,5.251189232e0,-1.265886426e0
train,36,COC(C(C)C)C1CO1,8.977036476e0,1.100254416e0,1.914519310e0,1.276346207e0,1.007729053e1,2.515303373e0
train,37,CC1CC2OC([NH-])C12O,7.559322834e0,-3.516868949e-1,1.914519310e0,1.276346207e0,7.207635880e0,2.669649124e-1
train,38,CCCC1C=CNC1=O,5.825957775e0,-1.294855595e0,1.914519310e0,1.276346207e0,4.531102180e0,-1.830065608e0
train,39,CC12C3C(O)C1(O)C[NH+]32,7.804225445e0,1.580738068e0,1.914519310e0,1.276346207e0,9.384963989e0,1.972874165e0
train,40,N#CC1COC2C(O)C12,7.643678188e0,1.050182581e0,1.914519310e0,1.276346207e0,8.693861008e0,1.431403637e0
train,41,Cc1occc(=O)c1F,5.472209930e0,2.044981480e0,1.914519310e0,1.276346207e0,7.517191410e0,5.094977617e-1
train,42,N#CC1COCCN1,6.979720592e0,2.503511429e0,1.914519310e0,1.276346207e0,9.483232498e0,2.049866199e0
train,43,N#CC12CC1OCCN2,7.104892731e0,4.663565755e-1,1.914519310e0,1.276346207e0,7.571249485e0,5.518516302e-1
train,44,O=CC12COC1C2O,5.932082176e0,2.700543165e0,1.914519310e0,1.276346207e0,8.632625580e0,1.383426428e0
train,45,C#CC(O)C1C(C)C1C,7.959330082e0,1.395709276e0,1.914519310e0,1.276346207e0,9.355039597e0,1.949428797e0
train,46,CC(O)C(CO)C(C)O,8.089944839e0,-2.433404446e0,1.914519310e0,1.276346207e0,5.656540394e0,-9.482988715e-1
train,47,C#CCC(C)C(C)CO,8.489952087e0,-2.077502012e0,1.914519310e0,1.276346207e0,6.412449837e0,-3.560533524e-1
train,48,CC12OCC1C2C(N)=O,6.925297737e0,-1.225989819e0,1.914519310e0,1.276346207e0,5.699307919e0,-9.147911072e-1
train,49,NC1=NCCCC1=O,4.685800552e0,-2.034514189e0,1.914519310e0,1.276346207e0,2.651286364e0,-3.302877903e0
train,50,CC(C#CC#N)[NH+]1CC1,5.888543606e0,-3.205402195e-1,1.914519310e0,1.276346207e0,5.568003178e0,-1.017666698e0
train,51,O=C1CC2C3C(O)C2C13,6.141610146e0,-1.931887031e0,1.914519310e0,1.276346207e0,4.209722996e0,-2.081862211e0
train,52,N#CC12CC(CCN1)C2,7.142988205e0,1.052114367e0,1.914519310e0,1.276346207e0,8.195102692e0,1.040632725e0
train,53,NC1=CC(=O)C2C[NH+]2C1,5.325268269e0,-1.726817489e0,1.914519310e0,1.276346207e0,3.598450661e0,-2.560786247e0
train,54,CNC(C=O)(C=O)CO,5.327989578e0,-1.825036049e0,1.914519310e0,1.276346207e0,3.502953529e0,-2.635607243e0
train,55,[NH-]C1OC2C=CC1O2,6.459982872e0,5.008983612e-1,1.914519310e0,1.276346207e0,6.960881233e0,7.363575697e-2
train,56,Cc1n[nH]c(=O)[nH]1,6.590597630e0,9.602173567e-1,1.914519310e0,1.276346207e0,7.550815105e0,5.358415246e-1
train,57,CC1(O)C=CC2(CN2)C1,6.563386440e0,-2.891814470e0,1.914519310e0,1.276346207e0,3.671571970e0,-2.503496647e0
train,58,CC1COC(=O)OC1,8.683153152e0,-8.013905287e-1,1.914519310e0,1.276346207e0,7.881762505e0,7.951346636e-1
train,59,CCCCCC,1.076754570e1,-2.594983578e0,1.914519310e0,1.276346207e0,8.172561646e0,1.022972107e0
train,60,C#CCNc1[nH]nn[nH+]1,5.480372906e0,-6.067726016e-1,1.914519310e0,1.276346207e0,4.873600483e0,-1.561722517e0
train,61,C#CC1NC1CC(N)=O,6.922576904e0,-2.020816326e0,1.914519310e0,1.276346207e0,4.901760578e0,-1.539659381e0
train,62,N#CC1(C2CCO2)CN1,7.401497364e0,4.199417830e-1,1.914519310e0,1.276346207e0,7.821439266e0,7.478721738e-1
train,63,Cc1c[n+]2[nH]cnc2[nH]1,6.378348827e0,-1.196464539e0,1.914519310e0,1.276346207e0,5.181884289e0,-1.320186019e0
train,64,CC1(C)CCN(C=O)C1,7.249113560e0,-4.132707417e-1,1.914519310e0,1.276346207e0,6.835842609e0,-2.433043346e-2
