split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,0.000000000e0,0.000000000e0,1.280250549e0,7.956609249e0,8.491555452e-1
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,0.000000000e0,0.000000000e0,1.280250549e0,6.264060974e0,-4.728888869e-1
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,0.000000000e0,0.000000000e0,1.280250549e0,9.679089546e0,2.194579840e0
train,3,CC#CC1NCC12CO2,7.349795341e0,0.000000000e0,0.000000000e0,1.280250549e0,7.349795341e0,3.751750290e-1
train,4,CC(C)C12CC=CC1N2,6.342973709e0,0.000000000e0,0.000000000e0,1.280250549e0,6.342973709e0,-4.112503827e-1
train,5,CC1(c2cnoc2)CC1,6.582434177e0,0.000000000e0,0.000000000e0,1.280250549e0,6.582434177e0,-2.242085040e-1
train,6,C#CC1(COC)CC1,8.051848412e0,0.000000000e0,0.000000000e0,1.280250549e0,8.051848412e0,9.235466123e-1
train,7,C#CCC1C2CC(O)C12,8.364779472e0,0.000000000e0,0.000000000e0,1.280250549e0,8.364779472e0,1.167976141e0
train,8,CC1OC(C)(C#N)C1=O,5.921197414e0,0.000000000e0,0.000000000e0,1.280250549e0,5.921197414e0,-7.406985760e-1
train,9,Cn1nccc1N1CC1,6.568828583e0,0.000000000e0,0.000000000e0,1.280250549e0,6.568828583e0,-2.348358035e-1
train,10,CCC1CCOC1OC,9.208333015e0,0.000000000e0,0.000000000e0,1.280250549e0,9.208333015e0,1.826873302e0
train,11,CC1C=CC(=O)OC1C,5.904870510e0,0.000000000e0,0.000000000e0,1.280250549e0,5.904870510e0,-7.534514666e-1
train,12,[NH-]C1OCC23COC12C3,7.004210949e0,0.000000000e0,0.000000000e0,1.280250549e0,7.004210949e0,1.052400768e-1
train,13,COC(C=O)C(F)(F)F,6.032763958e0,0.000000000e0,0.000000000e0,1.280250549e0,6.032763958e0,-6.535542607e-1
train,14,CC12OCC3[CH-]CC1C32,5.409623623e0,0.000000000e0,0.000000000e0,1.280250549e0,5.409623623e0,-1.140287399e0
train,15,OCCC12CCC1O2,8.821931839e0,0.000000000e0,0.000000000e0,1.280250549e0,8.821931839e0,1.525056481e0
train,16,CC#CC1CC1(O)C#N,6.925297737e0,0.000000000e0,0.000000000e0,1.280250549e0,6.925297737e0,4.360119998e-2
