split,record_index,canonical_smiles,y_clean_raw,epsilon_raw,noise_scale_raw,noise_pattern_raw,y_noisy_raw,y_written
train,0,COC1C(O)C1(C)OC,7.956609249e0,-1.037552357e0,1.421481133e0,9.476541281e-1,6.919056892e0,4.086691141e-2
train,1,Cc1[nH]cnc1C1CN1,6.264060974e0,-2.002617836e0,1.421481133e0,9.476541281e-1,4.261443138e0,-2.041340113e0
train,2,C1C2C3CC4C1C2CC34,9.679089546e0,1.895811111e-1,1.421481133e0,9.476541281e-1,9.868670464e0,2.351852179e0
train,3,CC#CC1NCC12CO2,7.349795341e0,1.215047598e0,1.421481133e0,9.476541281e-1,8.564843178e0,1.330319762e0
train,4,CC(C)C12CC=CC1N2,6.342973709e0,-1.493805766e0,1.421481133e0,9.476541281e-1,4.849167824e0,-1.580865145e0
train,5,CC1(c2cnoc2)CC1,6.582434177e0,1.090018272e0,1.421481133e0,9.476541281e-1,7.672452450e0,6.311428547e-1
train,6,C#CC1(COC)CC1,8.051848412e0,8.726270795e-1,1.421481133e0,9.476541281e-1,8.924475670e0,1.612087369e0
train,7,C#CCC1C2CC(O)C12,8.364779472e0,-6.532306317e-3,1.421481133e0,9.476541281e-1,8.358246803e0,1.168454170e0
train,8,Cn1nccc1N1CC1,6.568828583e0,-1.361499429e0,1.421481133e0,9.476541281e-1,5.207329273e0,-1.300250173e0
train,9,CCC1CCOC1OC,9.208333015e0,-8.864367753e-2,1.421481133e0,9.476541281e-1,9.119688988e0,1.765034556e0
train,10,CC1C=CC(=O)OC1C,5.904870510e0,-9.454439282e-1,1.421481133e0,9.476541281e-1,4.959426403e0,-1.494478941e0
train,11,[NH-]C1OCC23COC12C3,7.004210949e0,-6.297162175e-1,1.421481133e0,9.476541281e-1,6.374494553e0,-3.857908249e-1
train,12,COC(C=O)C(F)(F)F,6.032763958e0,1.346189827e-1,1.421481133e0,9.476541281e-1,6.167382717e0,-5.480603576e-1
train,13,CC#CC1CC1(O)C#N,6.925297737e0,-2.383328229e-1,4.264443874e0,2.842962503e0,6.686964989e0,-1.409741789e-1
train,14,[NH-]C1N=CC=NC(=O)O1,4.680358410e0,-7.005546987e-2,1.421481133e0,9.476541281e-1,4.610302925e0,-1.768012762e0
train,15,N#CC1CCC(=O)C1,6.046370029e0,6.426470876e-1,1.421481133e0,9.476541281e-1,6.689017296e0,-1.393662244e-1
train,16,CCOc1cnoc1,6.119840622e0,2.001748085e0,1.421481133e0,9.476541281e-1,8.121588707e0,9.830355048e-1
train,17,C[NH2+]C(C)OC(C)(C)C,7.366122246e0,-1.790234327e0,4.264443874e0,2.842962503e0,5.575887680e0,-1.011489272e0
train,18,CC(O)C1(C)CC1CO,8.732133865e0,6.569826126e0,4.264443874e0,2.842962503e0,1.530195999e1,6.608766079e0
train,19,CC1C2C(=O)C[NH+]12,5.929360867e0,1.063848495e0,4.264443874e0,2.842962503e0,6.993209362e0,9.896443784e-2
train,20,O=C1C2C3OCC1(O)C32,6.596040249e0,3.220502377e0,1.421481133e0,9.476541281e-1,9.816542625e0,2.311010599e0
train,21,CC1CC2C3C1CC23C,4.688521862e0,1.059795499e0,1.421481133e0,9.476541281e-1,5.748317242e0,-8.763929009e-1
train,22,CC12OC3CCC1C32O,7.894023418e0,2.621255875e0,1.421481133e0,9.476541281e-1,1.051527977e1,2.858462334e0
train,23,Nc1cc(OC=O)c[nH]1,5.752487183e0,5.016131401e-1,1.421481133e0,9.476541281e-1,6.254100323e0,-4.801182151e-1
train,24,CC1=CC(=O)OCCC1,5.970178127e0,2.557214797e-1,1.421481133e0,9.476541281e-1,6.225899696e0,-5.022130609e-1
train,25,CCC(C(C)=O)C(C)O,6.193311214e0,1.193303704e0,1.421481133e0,9.476541281e-1,7.386614799e0,4.071926475e-1
train,26,CC12CC3(O)CC1OC32,8.381106377e0,-3.742870390e-1,1.421481133e0,9.476541281e-1,8.006819725e0,8.931154013e-1
train,27,C#CC1(C)CC1NC=O,6.985162735e0,1.635244489e0,1.421481133e0,9.476541281e-1,8.620407104e0,1.373853445e0
train,28,O1C2C3C2C2C4C1C4C32,7.815110207e0,6.523855925e-1,1.421481133e0,9.476541281e-1,8.467495918e0,1.254049420e0
train,29,CCCC1(C=O)CN1,6.079023361e0,-2.349200249e0,1.421481133e0,9.476541281e-1,3.729823112e0,-2.457857609e0
train,30,COCC(C#N)NC=O,7.553880215e0,1.712931275e0,1.421481133e0,9.476541281e-1,9.266811371e0,1.880303025e0
train,31,CC(OC=O)C(O)CO,7.643678188e0,-1.183413982e0,1.421481133e0,9.476541281e-1,6.460264206e0,-3.185913861e-1
train,32,CC1C2OCC3C2[NH+]13,8.596076965e0,-5.854708552e-1,1.421481133e0,9.476541281e-1,8.010605812e0,8.960817456e-1
train,33,Cc1n[nH]c2occc12,6.147051811e0,-4.052787125e-1,1.421481133e0,9.476541281e-1,5.741773129e0,-8.815201521e-1
train,34,C[NH2+]C1OC(CO)C1C,7.523947716e0,1.682610393e0,1.421481133e0,9.476541281e-1,9.206558228e0,1.833095431e0
train,35,CC12CC(C#N)=CC1N2,5.287172318e0,-1.648456454e0,1.421481133e0,9.476541281e-1,3.638715744e0,-2.529239178e0
train,36,COC(C(C)C)C1CO1,8.977036476e0,1.624080062e0,1.421481133e0,9.476541281e-1,1.060111618e1,2.925714016e0
train,37,CC1CC2OC([NH-])C12O,7.559322834e0,-1.294837832e0,1.421481133e0,9.476541281e-1,6.264484882e0,-4.719820321e-1
train,38,CCCC1C=CNC1=O,5.825957775e0,1.846426368e0,1.421481133e0,9.476541281e-1,7.672384262e0,6.310894489e-1
train,39,CC12C3C(O)C1(O)C[NH+]32,7.804225445e0,7.918729782e-1,1.421481133e0,9.476541281e-1,8.596097946e0,1.354807496e0
train,40,N#CC1COC2C(O)C12,7.643678188e0,-8.836639524e-1,1.421481133e0,9.476541281e-1,6.760014057e0,-8.374115080e-2
train,41,Cc1occc(=O)c1F,5.472209930e0,-2.405874729e0,1.421481133e0,9.476541281e-1,3.066335201e0,-2.977692127e0
train,42,N#CC1COCCN1,6.979720592e0,5.123390198e0,4.264443874e0,2.842962503e0,1.210311127e1,4.102508545e0
train,43,N#CC12CC1OCCN2,7.104892731e0,2.756784558e-1,1.421481133e0,9.476541281e-1,7.380571365e0,4.024577141e-1
train,44,O=CC12COC1C2O,5.932082176e0,3.523000777e-1,1.421481133e0,9.476541281e-1,6.284382343e0,-4.563926160e-1
train,45,C#CC(O)C1C(C)C1C,7.959330082e0,1.818841577e0,1.421481133e0,9.476541281e-1,9.778171539e0,2.280947208e0
train,46,CC(O)C(CO)C(C)O,8.089944839e0,-2.156325102e0,1.421481133e0,9.476541281e-1,5.933619499e0,-7.312108874e-1
train,47,C#CCC(C)C(C)CO,8.489952087e0,-2.731077194e0,4.264443874e0,2.842962503e0,5.758874893e0,-8.681210876e-1
train,48,CC12OCC1C2C(N)=O,6.925297737e0,-1.743827939e0,1.421481133e0,9.476541281e-1,5.181469917e0,-1.320510626e0
train,49,NC1=NCCCC1=O,4.685800552e0,-4.146656990e0,4.264443874e0,2.842962503e0,5.391435623e-1,-4.957715034e0
train,50,CC(C#CC#N)[NH+]1CC1,5.888543606e0,1.173061132e0,1.421481133e0,9.476541281e-1,7.061604500e0,1.525511742e-1
train,51,O=C1CC2C3C(O)C2C13,6.141610146e0,-2.726173639e0,1.421481133e0,9.476541281e-1,3.415436506e0,-2.704175711e0
train,52,N#CC12CC(CCN1)C2,7.142988205e0,-1.619446635e0,1.421481133e0,9.476541281e-1,5.523541451e0,-1.052501917e0
train,53,NC1=CC(=O)C2C[NH+]2C1,5.325268269e0,1.423390117e-2,1.421481133e0,9.476541281e-1,5.339502335e0,-1.196694255e0
train,54,CNC(C=O)(C=O)CO,5.327989578e0,2.096910715e0,1.421481133e0,9.476541281e-1,7.424900055e0,4.371886849e-1
train,55,[NH-]C1OC2C=CC1O2,6.459982872e0,-5.514831543e-1,4.264443874e0,2.842962503e0,5.908499718e0,-7.508919239e-1
train,56,Cc1n[nH]c(=O)[nH]1,6.590597630e0,-9.955658317e-1,1.421481133e0,9.476541281e-1,5.595031738e0,-9.964901805e-1
train,57,CC1(O)C=CC2(CN2)C1,6.563386440e0,3.640641868e-1,1.421481133e0,9.476541281e-1,6.927450657e0,4.744331911e-2
train,58,CC1COC(=O)OC1,8.683153152e0,-1.787568808e0,1.421481133e0,9.476541281e-1,6.895584106e0,2.247627825e-2
train,59,CCCCCC,1.076754570e1,-1.965454817e0,1.421481133e0,9.476541281e-1,8.802090645e0,1.516200185e0
train,60,C#CCNc1[nH]nn[nH+]1,5.480372906e0,5.446994901e-1,1.421481133e0,9.476541281e-1,6.025072575e0,-6.595585942e-1
train,61,C#CC1NC1CC(N)=O,6.922576904e0,-1.523046970e0,1.421481133e0,9.476541281e-1,5.399529934e0,-1.149663329e0
train,62,N#CC1(C2CCO2)CN1,7.401497364e0,-1.255061626e0,1.421481133e0,9.476541281e-1,6.146435738e0,-5.644720793e-1
train,63,Cc1c[n+]2[nH]cnc2[nH]1,6.378348827e0,1.224299788e0,1.421481133e0,9.476541281e-1,7.602648735e0,5.764525533e-1
train,64,CC1(C)CCN(C=O)C1,7.249113560e0,2.100282669e0,1.421481133e0,9.476541281e-1,9.349395752e0,1.945006847e0
train,65,OC1CC1CCC1CC1,9.083160400e0,7.544208169e-1,1.421481133e0,9.476541281e-1,9.837581635e0,2.327494383e0
train,66,CCCC12CCC1C2C,8.805603981e0,-3.967002392e0,4.264443874e0,2.842962503e0,4.838601589e0,-1.589143634e0
train,67,CCC(C)(C#N)NC=O,7.404218197e0,2.908594608e-1,1.421481133e0,9.476541281e-1,7.695077896e0,6.488696337e-1
train,68,C#CCn1cnnn1,7.211016655e0,-1.309020162e0,1.421481133e0,9.476541281e-1,5.901996613e0,-7.559870481e-1
train,69,C#CCNC(C=O)CO,5.994668484e0,-6.103865147e0,4.264443874e0,2.842962503e0,-1.091966629e-1,-5.465681553e0
train,70,N#CC12CCC(CC1)O2,7.934839725e0,2.004645824e0,1.421481133e0,9.476541281e-1,9.939485550e0,2.407334805e0
train,71,OC12CC1CC1C[NH+]1C2,8.370222092e0,1.429758966e-1,1.421481133e0,9.476541281e-1,8.513197899e0,1.289856315e0
train,72,CC1OCCC(=O)C1C,6.049090862e0,5.328973532e-1,1.421481133e0,9.476541281e-1,6.581988335e0,-2.232220620e-1
train,73,N#CC#CC1(C#N)CN1,5.823236465e0,-5.018191338e-1,1.421481133e0,9.476541281e-1,5.321417332e0,-1.210863590e0
train,74,O=C1C(=O)N2CC2C1O,4.046332836e0,7.615426779e-1,1.421481133e0,9.476541281e-1,4.807875633e0,-1.613217115e0
train,75,CC12CC3C[NH+]3C1C2O,7.766129494e0,-7.005516291e-1,1.421481133e0,9.476541281e-1,7.065577984e0,1.556643397e-1
train,76,C[NH+]1CC1C(O)C(N)=O,6.702164173e0,1.514504313e0,1.421481133e0,9.476541281e-1,8.216668129e0,1.057528973e0
train,77,CC1C2CCC(=O)C[NH+]12,5.412344456e0,-5.832248330e-1,1.421481133e0,9.476541281e-1,4.829119682e0,-1.596572638e0
train,78,CCC1C(O)C1C(C)C,8.250492096e0,-3.798179328e-2,1.421481133e0,9.476541281e-1,8.212510109e0,1.054271221e0
train,79,CCC1C(C)C1CCO,9.094044685e0,1.787553877e-1,1.421481133e0,9.476541281e-1,9.272800446e0,1.884995461e0
train,80,CCCC1CC(=O)N1C,7.559322834e0,-1.429087043e0,1.421481133e0,9.476541281e-1,6.130235672e0,-5.771645904e-1
train,81,N#CC1(CO)C[NH+]2CC21,7.387890816e0,-2.054316759e0,1.421481133e0,9.476541281e-1,5.333574295e0,-1.201338768e0
